papipe_peak,papipe_umis
chr5_102985201_f,206
chr5_102985799_f,168
chr5_103012855_f,114
chr5_103026814_f,3
chr5_103029716_f,565
chr5_103080944_r,2
chr5_103125927_f,17
chr5_103133771_f,67
chr5_103136148_f,7
chr5_103140141_f,903
chr5_103141044_f,39
chr5_103142626_f,535
chr5_103144397_f,164
chr5_103154706_f,42
chr5_103157462_f,351
chr5_103159204_f,16
chr5_103169372_f,153
chr5_103171674_f,52
chr5_103180848_f,282
chr5_103181643_f,150
chr5_103203209_f,778
chr5_103209621_f,34
chr5_103265317_f,12
chr5_103277241_f,66
chr5_103277503_f,8
chr5_10354730_f,858
chr5_103550852_r,7
chr5_10355311_f,80
chr5_10355916_f,701
chr5_10356314_f,480
chr5_10358468_f,729
chr5_10359357_f,69
chr5_10361022_f,1720
chr5_10361605_f,75
chr5_10362154_f,76
chr5_10363004_f,968
chr5_10364517_f,3083
chr5_10364846_f,66
chr5_10365683_f,968
chr5_10366600_f,2957
chr5_10367964_f,147
chr5_10368958_f,2039
chr5_10369277_f,64
chr5_10369995_f,44
chr5_10370894_f,1060
chr5_10371403_f,630
chr5_10372078_f,3214
chr5_10372715_f,164
chr5_10374456_f,31
chr5_10376627_f,28
chr5_10379770_f,323
chr5_10380096_f,44
chr5_10380544_f,711
chr5_10382468_f,3386
chr5_10384929_f,176
chr5_10385419_f,1446
chr5_10387668_f,99
chr5_10391465_r,340
chr5_10391676_f,91
chr5_10392461_f,222
chr5_10396102_f,245
chr5_10397837_f,72
chr5_10398235_f,102
chr5_10398785_f,78
chr5_10400924_f,203
chr5_10403143_f,66
chr5_10405868_f,50
chr5_10409229_f,21
chr5_10417061_f,20
chr5_10417717_f,1939
chr5_10418230_f,1458
chr5_10421066_f,172
chr5_10421336_f,57
chr5_10432921_r,134
chr5_10433965_f,1379
chr5_10434063_r,1
chr5_10435379_f,896
chr5_10437038_f,427
chr5_10437848_f,338
chr5_10449520_f,1558
chr5_10609281_f,14
chr5_10621295_f,9
chr5_10622063_f,23
chr5_10627252_f,72
chr5_10679249_r,2079
chr5_10680615_r,19
chr5_10728236_r,172
chr5_10739331_r,477
chr5_10739707_r,86
chr5_10741816_r,189
chr5_10749787_r,1058
chr5_10750689_r,122
chr5_10756476_r,16
chr5_10758039_r,134
chr5_10759464_r,132
chr5_10760719_r,171
chr5_107648087_r,2
chr5_107859035_r,136
chr5_107859418_r,24
chr5_107859928_r,15
chr5_107898489_r,30
chr5_107903796_r,4
chr5_107906074_r,80
chr5_107915116_r,3
chr5_107946951_r,14
chr5_107976698_r,13
chr5_107996311_r,81
chr5_108095551_r,19
chr5_108108801_r,48
chr5_108118522_r,24
chr5_108146279_r,4
chr5_108183058_r,91
chr5_108194517_r,19
chr5_108204223_r,105
chr5_108214489_r,154
chr5_108233202_r,22
chr5_108243276_r,9
chr5_108253249_r,33
chr5_108295028_r,1
chr5_108307611_r,99
chr5_108341983_r,54
chr5_108355310_r,81
chr5_108359345_r,35
chr5_108363824_r,15
chr5_108380575_r,168
chr5_108594014_f,239
chr5_10867193_r,2
chr5_108727819_r,118
chr5_108728591_f,465
chr5_108891337_f,1
chr5_108958425_f,1
chr5_108967759_f,69
chr5_108995740_f,2
chr5_109034794_f,4
chr5_109048898_f,3
chr5_109126436_f,8
chr5_109132748_f,3
chr5_109190660_f,5
chr5_109319730_r,24
chr5_109332103_r,18
chr5_109334722_r,1525
chr5_109335126_r,638
chr5_109335610_r,216
chr5_109338636_f,221
chr5_109343948_r,77
chr5_109345513_f,38
chr5_109374211_r,29
chr5_109374513_r,17
chr5_109378343_r,328
chr5_109379195_r,72
chr5_109387023_r,308
chr5_109387818_r,21
chr5_109390331_r,230
chr5_109390754_r,434
chr5_109392069_r,22
chr5_109392560_f,30
chr5_109394857_r,100
chr5_109404238_r,25
chr5_109408727_r,62
chr5_109409003_r,2783
chr5_109409478_r,132
chr5_1096609_r,1
chr5_109691002_f,58
chr5_109691629_f,162
chr5_109699842_f,360
chr5_109708378_f,33
chr5_109713444_f,259
chr5_109720747_f,110
chr5_109729005_f,10
chr5_109735900_r,165
chr5_109737112_r,56
chr5_109745252_f,10
chr5_109755797_f,104
chr5_109785317_f,12
chr5_109794110_f,32
chr5_109796781_f,40
chr5_109797346_f,695
chr5_109799452_f,232
chr5_109800088_f,320
chr5_109811973_f,11
chr5_109815749_f,57
chr5_109829033_f,113
chr5_109847876_f,33
chr5_109850631_f,16
chr5_109866202_f,2
chr5_109867087_f,214
chr5_109869625_f,507
chr5_1101636_r,26
chr5_110759035_f,6
chr5_110762782_f,297
chr5_110763089_f,45
chr5_110765173_f,90
chr5_111098988_f,102
chr5_111104100_f,32
chr5_111111318_f,17
chr5_111118889_f,14
chr5_111121148_f,5
chr5_111126965_f,96
chr5_111129711_f,44
chr5_111693988_f,7
chr5_111729305_r,849
chr5_111729969_r,107
chr5_111730813_r,115
chr5_111758408_f,161
chr5_112042082_f,4
chr5_112079558_r,1
chr5_112162307_f,1298
chr5_112346244_r,9
chr5_112432882_r,1
chr5_112473589_r,1
chr5_112709735_f,224
chr5_112711883_f,118
chr5_112715265_f,37
chr5_112727312_f,15
chr5_112744702_f,84
chr5_112748236_f,80
chr5_112752302_f,12
chr5_112784763_f,44
chr5_112864345_f,17
chr5_112867507_f,719
chr5_112867907_f,1721
chr5_112870049_f,19
chr5_112870751_r,7
chr5_112876385_r,257
chr5_112878480_r,1125
chr5_112893094_f,74
chr5_112902233_r,792
chr5_112980296_f,16
chr5_112984650_f,1332
chr5_112989647_f,103
chr5_112990297_f,36
chr5_112992164_f,232
chr5_112993621_f,611
chr5_112995117_f,26
chr5_113016599_f,202
chr5_113019831_f,35
chr5_113020970_f,785
chr5_113021366_f,266
chr5_113021922_f,8
chr5_113040006_r,1
chr5_113514443_f,110
chr5_113515391_f,69
chr5_113521820_f,199
chr5_113534821_f,6
chr5_113557062_f,58
chr5_113557799_f,174
chr5_113559265_f,64
chr5_113564671_f,242
chr5_113566821_f,5
chr5_113575702_f,184
chr5_113576752_f,6
chr5_113593714_f,57
chr5_113595280_f,303
chr5_114202604_r,4
chr5_114379357_f,1
chr5_114406098_f,831
chr5_114416252_r,140
chr5_114416762_f,55
chr5_114419148_f,261
chr5_114421236_f,727
chr5_114421795_f,115
chr5_114426014_f,2382
chr5_114428861_f,17
chr5_114429842_r,61
chr5_114434904_f,21
chr5_114437547_f,531
chr5_114439061_f,463
chr5_114440179_f,2016
chr5_114440994_f,305
chr5_114441497_f,207
chr5_114441903_f,501
chr5_114443288_f,2851
chr5_114444404_f,890
chr5_114450248_f,48
chr5_114450878_f,42
chr5_114458477_f,32
chr5_114461941_f,133
chr5_114463048_f,42
chr5_114464183_f,50
chr5_114473443_f,177
chr5_114475696_f,90
chr5_114476992_f,52
chr5_114478632_f,780
chr5_114479755_f,384
chr5_114480808_f,151
chr5_114481179_f,202
chr5_114481438_f,312
chr5_114483043_f,1489
chr5_114485802_f,35
chr5_114486754_f,2014
chr5_114487157_f,449
chr5_114489099_f,108
chr5_114496496_f,1847
chr5_115132647_r,1
chr5_115148439_r,85
chr5_115199113_r,27
chr5_115200278_r,121
chr5_115201338_r,111
chr5_115208164_r,180
chr5_115210856_r,134
chr5_115240917_r,5
chr5_115243414_r,8
chr5_115267193_r,193
chr5_115520258_r,4
chr5_115520908_r,475
chr5_115522748_r,114
chr5_115526029_r,452
chr5_115531745_r,210
chr5_115536264_r,72
chr5_115538067_r,41
chr5_115538332_r,65
chr5_115539557_r,23
chr5_115540085_r,93
chr5_115542175_r,81
chr5_115543147_r,34
chr5_115606521_f,2
chr5_115613113_r,14
chr5_115613503_r,619
chr5_115614353_r,14
chr5_115616540_r,27
chr5_115830207_r,70
chr5_115831581_r,536
chr5_115831884_r,17
chr5_115835922_r,69
chr5_115841390_r,320
chr5_115845836_f,1405
chr5_115847313_f,206
chr5_115848550_f,26
chr5_115852441_f,66
chr5_115856794_f,31
chr5_115864001_f,509
chr5_115864902_f,130
chr5_115867427_f,16
chr5_115871438_f,238
chr5_115875917_f,13
chr5_115884995_f,5
chr5_115885479_f,17
chr5_115889808_f,285
chr5_115895829_f,173
chr5_115899389_f,61
chr5_115904077_f,448
chr5_115909085_f,114
chr5_115910265_f,557
chr5_115913976_f,3244
chr5_116031859_f,2
chr5_116051850_r,622
chr5_116061849_f,7
chr5_116109444_f,14
chr5_116132298_f,6
chr5_116145088_f,18
chr5_116163423_f,325
chr5_116164320_f,75
chr5_116168150_f,246
chr5_116179594_f,12
chr5_116185457_f,20
chr5_116186771_f,18
chr5_116206652_f,53
chr5_116234082_f,53
chr5_116245596_f,25
chr5_116293284_f,238
chr5_116324384_f,78
chr5_116337022_f,12
chr5_116340569_f,65
chr5_116348918_f,80
chr5_116365482_f,22
chr5_116366088_f,71
chr5_116388334_f,35
chr5_116481577_f,28
chr5_116497144_f,9
chr5_116497968_f,27
chr5_116499733_f,21
chr5_116517276_f,22
chr5_116562576_f,13
chr5_117645317_f,9
chr5_117753136_f,1
chr5_118878135_r,1
chr5_118974001_f,365
chr5_118980091_r,6
chr5_118986663_r,24
chr5_119073210_f,7
chr5_119076814_f,22
chr5_119081920_f,33
chr5_119089324_r,71
chr5_119095697_f,10
chr5_119111883_f,9
chr5_119123043_f,36
chr5_119129314_f,67
chr5_119140393_f,8
chr5_119141458_f,12
chr5_119168734_f,39
chr5_119268332_r,5
chr5_119312006_f,113
chr5_119320194_f,34
chr5_119320884_f,251
chr5_119341406_f,60
chr5_119343126_f,6
chr5_119348312_f,4
chr5_119359568_f,302
chr5_119365950_f,217
chr5_119372136_f,263
chr5_119383587_f,7
chr5_119390837_r,2
chr5_119394599_f,407
chr5_119399685_f,103
chr5_119472736_f,4
chr5_119500736_f,6
chr5_119542332_f,521
chr5_119585018_f,1
chr5_120479607_f,7
chr5_120520395_f,4
chr5_120634058_f,2
chr5_120827646_r,4
chr5_121966298_f,3
chr5_121976234_f,3
chr5_121976540_f,2
chr5_121985891_f,30
chr5_122000370_f,11
chr5_122020758_f,137
chr5_122027712_f,77
chr5_122028106_f,31
chr5_122028604_f,180
chr5_122031914_f,4
chr5_122032434_f,62
chr5_122098741_f,6
chr5_1224385_f,48
chr5_122776216_f,43
chr5_122781007_f,77
chr5_122794341_f,242
chr5_122799911_f,137
chr5_122806411_f,18
chr5_122808762_f,56
chr5_122814696_f,115
chr5_122817059_f,49
chr5_122817333_f,149
chr5_122824036_f,281
chr5_122826896_f,5
chr5_122827444_f,544
chr5_122829751_f,648
chr5_122830105_f,636
chr5_122831009_f,112
chr5_123345938_r,9
chr5_123346400_r,5
chr5_123351621_r,1
chr5_123513772_f,59
chr5_123519776_f,24
chr5_123521426_f,38
chr5_123521687_f,82
chr5_123522353_f,351
chr5_123531073_f,45
chr5_123550709_f,6
chr5_123551190_f,51
chr5_123616732_f,132
chr5_123655291_f,2
chr5_124644590_r,2
chr5_124748016_r,63
chr5_124960902_r,2
chr5_124963816_r,35
chr5_126245296_r,2
chr5_126429572_f,14
chr5_126463632_f,3
chr5_126544753_r,6
chr5_126624918_f,187
chr5_126777019_r,40
chr5_126784271_f,4
chr5_126787343_f,7
chr5_126798682_f,91
chr5_126804888_f,48
chr5_126836449_f,26
chr5_126837017_f,37
chr5_126870219_r,77
chr5_126873742_r,4
chr5_126875884_r,4
chr5_126923158_f,11
chr5_126967306_r,31
chr5_126974353_r,69
chr5_127005155_r,136
chr5_127026954_r,16
chr5_127028563_r,674
chr5_127029410_r,264
chr5_127047538_r,25
chr5_127052500_r,39
chr5_127380536_r,1
chr5_127519049_f,44
chr5_127521680_f,2
chr5_127532596_f,53
chr5_127539596_f,9
chr5_127549471_f,37
chr5_127555081_f,338
chr5_127966457_r,96
chr5_128063478_r,11
chr5_128076759_r,46
chr5_128079736_r,108
chr5_128081409_r,19
chr5_128089169_f,189
chr5_128112246_f,18
chr5_128117697_f,20
chr5_128136523_f,1
chr5_128189706_f,64
chr5_128418330_r,3
chr5_1285589_r,5
chr5_128867129_f,1
chr5_128879307_f,2
chr5_128906241_f,5
chr5_129114028_f,280
chr5_129969876_f,4
chr5_130765211_r,659
chr5_131159292_r,11224
chr5_131161701_r,40
chr5_131164132_r,346
chr5_131200601_f,12
chr5_131205416_f,101
chr5_131244723_f,4
chr5_131264485_f,72
chr5_131264767_f,192
chr5_131269481_f,84
chr5_131270372_f,863
chr5_131271382_f,1223
chr5_131273785_r,16
chr5_131274441_f,11
chr5_131274965_f,373
chr5_131275540_f,196
chr5_131276160_f,1020
chr5_131277916_f,101
chr5_131280367_f,43
chr5_131286409_r,479
chr5_131287143_f,43
chr5_131288223_f,518
chr5_131290870_f,798
chr5_131292126_f,2745
chr5_131292536_r,23
chr5_131292559_f,2396
chr5_131292906_f,1612
chr5_131293572_f,1002
chr5_131295278_f,1358
chr5_131296952_f,79
chr5_131297735_f,322
chr5_131299524_f,293
chr5_131301160_f,123
chr5_131301468_f,337
chr5_131303790_f,59
chr5_131310412_f,13
chr5_131314785_f,44
chr5_131317620_f,151
chr5_131319704_f,500
chr5_131321101_f,24
chr5_131328168_f,32
chr5_131329879_f,2038
chr5_131331038_f,582
chr5_131338000_f,22
chr5_131339246_f,2253
chr5_131339809_f,1717
chr5_131341582_f,909
chr5_131341895_f,1000
chr5_131342278_f,285
chr5_131342408_r,207
chr5_131343713_f,864
chr5_131344016_f,49
chr5_131345442_f,656
chr5_131349850_f,193
chr5_131355712_f,317
chr5_131359207_f,42
chr5_131359698_f,419
chr5_131360781_f,121
chr5_131363538_f,49
chr5_131370985_f,147
chr5_131372232_f,353
chr5_131372865_f,99
chr5_131373837_f,549
chr5_131388523_r,32
chr5_131389354_f,46
chr5_131392574_f,184
chr5_131393110_f,110
chr5_131394672_f,714
chr5_131417486_r,115
chr5_131426774_r,16
chr5_131475834_r,70
chr5_131476129_r,50
chr5_131486748_r,95
chr5_131488953_r,23
chr5_131504730_r,13
chr5_131510203_r,36
chr5_131516109_r,213
chr5_131520634_r,13
chr5_131523306_r,102
chr5_131538808_f,4
chr5_131547526_r,175
chr5_131562275_r,1
chr5_131636663_f,34
chr5_131641715_r,542
chr5_131642867_f,183
chr5_131643333_r,150
chr5_131649077_r,8
chr5_131651892_r,28
chr5_131662758_r,166
chr5_131666297_r,156
chr5_131672082_r,37
chr5_131677794_r,79
chr5_131683668_r,375
chr5_131687273_r,371
chr5_131691330_r,1
chr5_131693661_r,16
chr5_131698683_r,15
chr5_131699172_r,71
chr5_131700600_r,34
chr5_131702352_r,303
chr5_131702689_r,171
chr5_131706642_r,20
chr5_131712078_r,200
chr5_131714549_r,520
chr5_131719419_r,29
chr5_131726574_r,301
chr5_131738827_r,227
chr5_131741329_r,248
chr5_131749412_r,1048
chr5_131749715_r,452
chr5_131750652_f,174
chr5_131750780_r,986
chr5_131753833_r,1093
chr5_131758434_r,243
chr5_131760602_r,50
chr5_131766446_r,635
chr5_131768495_r,1047
chr5_131771769_r,293
chr5_131772318_r,67
chr5_131772628_r,352
chr5_131773016_r,359
chr5_131773897_r,64
chr5_131775546_r,1435
chr5_131777646_r,119
chr5_131779922_r,315
chr5_131780499_r,1556
chr5_131783473_r,13
chr5_1317868_r,1317
chr5_131788694_f,2247
chr5_131789785_r,1123
chr5_131793037_r,292
chr5_131794409_r,1029
chr5_131794899_r,98
chr5_131795609_r,348
chr5_132231497_r,8
chr5_132248461_r,64
chr5_132286603_r,153
chr5_132287601_r,24
chr5_132291843_f,557
chr5_132292247_r,54
chr5_132292573_r,175
chr5_132297028_f,99
chr5_132304020_f,520
chr5_132304510_f,222
chr5_132307143_f,331
chr5_132324242_f,20
chr5_132366385_r,7
chr5_132370834_f,60
chr5_132422713_f,11
chr5_132425979_r,22
chr5_132439046_f,25
chr5_132458053_f,383
chr5_132473012_f,158
chr5_132473518_r,159
chr5_132475412_r,9
chr5_132476040_f,344
chr5_132482237_r,832
chr5_132483083_r,782
chr5_132486955_r,382
chr5_132587649_f,46
chr5_132589639_f,18
chr5_132593519_f,11
chr5_132616049_f,37
chr5_132627347_f,7
chr5_132692631_r,16
chr5_1327286_r,76
chr5_132758143_r,24
chr5_1328658_r,138
chr5_132867686_f,10085
chr5_132875395_r,699
chr5_132876104_r,22
chr5_132882910_r,24
chr5_132883905_r,42
chr5_132885941_r,49
chr5_132890575_r,131
chr5_132891828_r,1112
chr5_132896099_r,54
chr5_132900223_r,14
chr5_132905536_r,20
chr5_132908633_r,157
chr5_132909143_r,1089
chr5_132917731_r,526
chr5_132918904_r,471
chr5_132920375_r,630
chr5_132923192_r,50
chr5_132923801_r,22
chr5_132926735_r,1985
chr5_132927160_r,93
chr5_132928563_r,90
chr5_132929745_r,6
chr5_132934100_r,463
chr5_132939266_r,30
chr5_132941352_r,479
chr5_132945223_r,102
chr5_132947424_r,325
chr5_132947959_r,211
chr5_132949231_r,657
chr5_132950807_r,267
chr5_132952289_r,200
chr5_132953178_f,65
chr5_132953425_r,1199
chr5_132954011_r,286
chr5_132957019_f,987
chr5_132958465_f,590
chr5_132960140_r,442
chr5_132962261_r,96
chr5_132962884_r,3798
chr5_132963559_r,72
chr5_132996981_r,60
chr5_132998103_r,64
chr5_133001981_r,55
chr5_133006003_r,133
chr5_133019035_r,208
chr5_133022458_r,347
chr5_133023290_r,29
chr5_133050737_r,25
chr5_133052972_f,337
chr5_133053283_f,32
chr5_133064503_f,106
chr5_133075829_f,283
chr5_133090430_f,329
chr5_133092316_f,7
chr5_133104477_f,966
chr5_1338467_r,1
chr5_133955504_r,710
chr5_133959740_r,11
chr5_133960124_r,20
chr5_133969092_f,56
chr5_133969723_f,16
chr5_133971915_r,2165
chr5_133972587_r,21
chr5_133990855_r,199
chr5_134121783_r,4
chr5_134146754_f,36
chr5_134147973_f,533
chr5_134148142_r,88
chr5_134152557_r,244
chr5_134153851_r,99
chr5_134154482_r,41
chr5_134155977_r,762
chr5_134156397_r,406
chr5_134156925_r,290
chr5_134157473_r,3360
chr5_134160694_r,82
chr5_134161088_r,151
chr5_134163897_r,145
chr5_134165059_r,928
chr5_134166052_r,33
chr5_134166580_f,920
chr5_134166848_r,33
chr5_134167107_r,127
chr5_134167541_r,436
chr5_134168939_r,16
chr5_134170000_f,848
chr5_134170230_r,349
chr5_134171747_r,311
chr5_134190279_r,113
chr5_134195106_r,94
chr5_134197094_r,2907
chr5_134197663_r,87
chr5_134199920_r,177
chr5_134202493_r,52
chr5_134204953_r,2529
chr5_134206518_r,1142
chr5_134211100_r,326
chr5_134212128_r,197
chr5_134213924_r,120
chr5_134214814_r,262
chr5_134216537_f,77
chr5_134218516_r,173
chr5_134367393_r,32
chr5_134370632_r,169
chr5_134372567_f,141
chr5_134374729_f,2295
chr5_134375649_f,2397
chr5_134378928_f,1287
chr5_134379236_f,106
chr5_134383204_f,131
chr5_134383501_r,540
chr5_134385708_f,1023
chr5_134387064_f,26
chr5_134388742_f,484
chr5_134390779_f,1684
chr5_134391152_f,79
chr5_134394491_f,13
chr5_134397055_f,83
chr5_134399042_f,224
chr5_134400038_f,230
chr5_134402067_r,250
chr5_134412519_f,6
chr5_134425286_f,8
chr5_134431252_f,1
chr5_134518267_f,2
chr5_134525621_r,110
chr5_134579475_f,124
chr5_134583228_f,125
chr5_134598575_r,7
chr5_134601149_r,187
chr5_134613949_r,20
chr5_134614379_r,21
chr5_1346311_f,3
chr5_134647913_r,191
chr5_134649492_f,35
chr5_134693696_f,32
chr5_134694654_f,130
chr5_134725425_f,93
chr5_134743969_f,7
chr5_134744732_f,66
chr5_134751353_f,1062
chr5_134767050_f,1161
chr5_134770990_f,246
chr5_134781017_f,78
chr5_134824686_r,1
chr5_134829200_f,156
chr5_134831121_f,76
chr5_134847642_f,33
chr5_134848658_f,330
chr5_134849265_f,45
chr5_134852437_f,6
chr5_134853360_f,226
chr5_134855113_f,1435
chr5_134855890_f,40
chr5_134859735_f,761
chr5_134883587_f,161
chr5_134898388_f,22
chr5_134899821_f,139
chr5_134905688_f,697
chr5_134907263_r,220
chr5_134920244_f,8
chr5_134923236_f,82
chr5_134924134_r,12
chr5_134926606_r,91
chr5_134942130_f,171
chr5_134944315_f,77
chr5_134945689_f,5
chr5_134955194_f,11
chr5_134960757_f,185
chr5_135334381_r,6680
chr5_135334928_r,1233
chr5_135339083_r,1
chr5_135344413_r,1320
chr5_135351582_r,1869
chr5_135351884_r,1182
chr5_135355509_r,224
chr5_135358346_r,133
chr5_135364023_r,118
chr5_135367314_r,30
chr5_135368065_r,13
chr5_135375476_r,315
chr5_135379942_r,47
chr5_135381144_r,82
chr5_135392870_r,68
chr5_135394590_r,472
chr5_135397119_r,69
chr5_135398224_r,74
chr5_135401339_f,21
chr5_1354381_f,1
chr5_135444212_r,474
chr5_136036359_f,1
chr5_136063816_f,40
chr5_136153897_f,71
chr5_136172828_f,39
chr5_136182733_f,86
chr5_137556705_r,22
chr5_137557267_r,36
chr5_137745651_r,6
chr5_137751573_r,329
chr5_137752243_r,126
chr5_137752617_r,1508
chr5_137753151_r,272
chr5_137754300_r,42
chr5_137877367_f,34
chr5_137916647_r,133
chr5_137929534_f,85
chr5_137937962_r,325
chr5_137939789_r,59
chr5_137940172_r,51
chr5_137946960_r,3
chr5_137966801_r,7
chr5_137967222_r,37
chr5_137975694_r,132
chr5_137975996_r,830
chr5_137979784_r,97
chr5_137981107_r,688
chr5_137994803_r,14
chr5_137999132_r,129
chr5_138002380_f,5
chr5_138004572_r,45
chr5_138009244_r,4
chr5_138018028_r,240
chr5_138021452_r,29
chr5_138023662_r,147
chr5_138026628_f,125
chr5_138030714_f,8
chr5_138030739_r,54
chr5_138031293_r,39
chr5_138032205_r,65
chr5_138081334_f,26
chr5_138170830_r,95
chr5_138185188_f,3
chr5_138187650_r,206
chr5_138187673_f,221
chr5_138314626_r,23
chr5_138314946_r,64
chr5_138329402_r,19
chr5_138339517_f,319
chr5_138339963_f,37
chr5_138342442_f,716
chr5_138342727_f,1148
chr5_138343023_f,1400
chr5_138343509_f,1693
chr5_138345963_f,38
chr5_138346992_f,47
chr5_138348054_f,25
chr5_138349729_f,1674
chr5_138353865_f,43
chr5_138357364_f,32
chr5_138358124_f,16
chr5_138360364_f,228
chr5_138364367_f,251
chr5_138368671_r,7
chr5_138371454_f,158
chr5_138382282_f,285
chr5_138384740_f,247
chr5_138386045_f,68
chr5_138388641_f,129
chr5_138393202_f,4
chr5_138406009_f,197
chr5_138406344_f,140
chr5_138410117_f,306
chr5_138426574_f,587
chr5_138437027_f,676
chr5_138458368_r,14
chr5_138466301_f,103
chr5_138468578_f,414
chr5_138469301_f,1459
chr5_138470466_f,23
chr5_138506095_r,696
chr5_138507789_r,773
chr5_138509894_f,181
chr5_138512197_f,677
chr5_138512282_r,167
chr5_138516684_r,79
chr5_138517661_r,71
chr5_138521980_r,482
chr5_138524907_r,1237
chr5_138525176_r,574
chr5_138527790_r,1345
chr5_138528664_r,105
chr5_138533312_r,471
chr5_138534594_r,99
chr5_138534984_r,780
chr5_138535349_r,442
chr5_138536212_r,345
chr5_138537910_r,2758
chr5_138538697_r,107
chr5_138540609_r,75
chr5_138540988_r,181
chr5_138541355_r,50
chr5_138541758_r,214
chr5_138542204_r,210
chr5_138546663_r,33
chr5_138554882_r,202
chr5_138555335_r,2239
chr5_138555828_r,724
chr5_138557465_r,271
chr5_138558597_r,167
chr5_138559138_r,3562
chr5_138559814_r,99
chr5_138560208_r,23
chr5_138560923_r,1203
chr5_138566188_f,1032
chr5_138566545_r,286
chr5_138567719_r,43
chr5_138568029_r,38
chr5_138571648_r,1111
chr5_138571977_r,1799
chr5_138574847_r,554
chr5_138754648_f,74
chr5_138757211_f,259
chr5_138789936_f,32
chr5_138795151_f,224
chr5_138808811_f,42
chr5_138879618_f,12
chr5_138907040_r,24
chr5_138912890_r,6
chr5_138933976_f,59
chr5_138934712_f,1029
chr5_138935035_f,515
chr5_138946989_r,899
chr5_138981851_r,145
chr5_138994830_r,11
chr5_138996539_r,304
chr5_139019747_r,7
chr5_139169603_r,30
chr5_139278233_f,15
chr5_139284901_f,240
chr5_139294675_f,465
chr5_139294969_f,63
chr5_139296488_f,1885
chr5_139297190_f,171
chr5_139297771_f,663
chr5_139298422_f,1688
chr5_139298842_f,230
chr5_139299525_f,264
chr5_139299809_f,182
chr5_139300541_f,250
chr5_139301245_f,120
chr5_139301823_f,179
chr5_139302530_f,335
chr5_139302854_f,153
chr5_139306001_f,366
chr5_139306295_f,139
chr5_139307959_f,253
chr5_139308245_f,54
chr5_139311786_r,1974
chr5_139312992_f,141
chr5_139313347_r,90
chr5_139313465_f,119
chr5_139316702_f,72
chr5_139317960_f,281
chr5_139319013_f,366
chr5_139319698_f,353
chr5_139320448_f,153
chr5_139322919_f,1421
chr5_139323199_f,614
chr5_139323863_r,30
chr5_139324762_f,533
chr5_139326138_f,181
chr5_139327793_f,240
chr5_139328194_f,1511
chr5_139329794_f,1449
chr5_139330603_f,488
chr5_139331362_f,148
chr5_139333892_f,107
chr5_139335244_f,32
chr5_139342529_f,143
chr5_139348373_r,174
chr5_139349623_f,237
chr5_139351008_f,253
chr5_139352019_f,1173
chr5_139361935_f,394
chr5_139364768_f,534
chr5_139365212_f,601
chr5_139365489_f,967
chr5_139366202_f,516
chr5_139368970_f,906
chr5_139369717_f,878
chr5_139370775_f,60
chr5_139387568_r,300
chr5_139396769_r,35
chr5_139414053_r,19
chr5_139419174_f,7
chr5_139475528_r,3617
chr5_139475964_r,1286
chr5_139478474_f,4
chr5_139561575_f,67
chr5_139562391_f,2010
chr5_139563486_f,595
chr5_139563933_f,554
chr5_139566867_f,1657
chr5_139569231_f,77
chr5_139571406_f,882
chr5_139571942_f,2103
chr5_139573301_f,959
chr5_139574280_f,680
chr5_139576199_f,56
chr5_139576694_f,48
chr5_139577430_r,679
chr5_139586118_f,187
chr5_139587672_f,789
chr5_139590813_r,336
chr5_139595797_f,583
chr5_139601909_f,473
chr5_139603623_f,415
chr5_139605591_f,385
chr5_139608015_f,448
chr5_139616329_f,46
chr5_139623404_f,1640
chr5_139625434_f,6
chr5_139626859_f,415
chr5_139627692_f,937
chr5_139628234_f,43
chr5_139683882_f,48
chr5_139722013_f,3
chr5_139751812_r,18
chr5_139775469_f,2
chr5_140115553_f,168
chr5_140115974_f,249
chr5_140117227_f,6
chr5_140176710_f,228
chr5_140243789_f,771
chr5_140245074_r,1309
chr5_140245649_r,103
chr5_140250953_r,196
chr5_140252594_f,34
chr5_140255177_r,51
chr5_140256045_r,95
chr5_140261201_f,43
chr5_140273659_r,153
chr5_140281277_r,472
chr5_140289878_r,11
chr5_140320889_r,13
chr5_140332843_r,238
chr5_140395784_r,35
chr5_140399858_r,301
chr5_140400518_r,189
